source_text,sentenceID,sentence,asih,nyakitang,kaadilan,kacurangan,setya,ngianat,wewenang,ngalawan tatanan,kasucian,kakotoran,kabebasan,panindasan
I Langgana,19, Ne jani ada pituduh bapane teken Cening,0,0,0,0,0,0,0,0,0,0,0,0
Pan Tuung Kuning tekén Mén Tuung Kuning,30, Aturanga encehin semut,0,0,0,0,0,0,0,0,0,0,0,0
Bhagawan Domia,16, Kanti telah rasa winayan Ida Sang Arunika sawireh bes gedenan yeh ane nglancah tetandurn padine di carike,0,0,0,0,0,0,0,0,0,0,0,0
Maya Danawa,21,"Ring wengi punika, Sakewala sengkala nibenin panjake nginum toya ane suba kaisinin cetik ban I Kala Wong ring desa ento.",0,0,0,1,0,0,0,1,0,0,0,1
I Celempung,23, Tusing ada akijapan barong saget I Celempung suba teka ka bale banjar nyangkol kuluk poleng,1,0,0,0,0,0,0,0,0,0,0,0
Ni Daha Tua,83, Krebeke taler nyander pasraman Ida Anake Agung kantos puun taler kacritayang Ida Anake Agung tan luput tur keni sander krebek kantos puun sengeh layonidane,0,1,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,42,Dadi Me Lutung ngorahang nira lakar tadaha Me Lutung nagih melog-melog nira ring desa ento.,0,0,0,0,0,0,0,0,0,1,0,1
I Lutung Nayanin Pekak Dukuh,5, Dapetanga ditu I Lutung magendingan,0,0,0,0,0,0,0,0,0,0,1,0
I Botol tekén Sang Samong,4, Matakon I Botol teken Sang Samong ih iba Samong ngujang iba dini Masaut Sang Samong awake kabelog-belog macelep mai krana dini ada bangken bojog,0,1,0,1,0,0,0,0,0,0,0,0
Sang Bima Dadi Caru,23, Punika sane mawanan titiang sedih,0,1,0,0,0,0,0,0,0,0,0,0
Rsi Srengga,20,"Ring semeng punika, Kacerita buat wikune ane ngrajengang yadnyan Idane mapesengan Ida Rsi Srengga wiku luih pratiaksa ring saluiring yadnya ring genah punika.",0,0,0,0,0,0,0,0,1,0,0,0
Belibis Putih,63,"Ring wengi punika, Tonden ada abulan ngubuh I Belibis Putih saget suba dadi anak sugih",0,0,1,0,0,0,0,0,1,0,0,0
I Congeh Kacunduk Ratun Segara,24, Sinah ne jani i dewek tusing lakar malipetan mulih ceg prajani ia inget teken pianak Ian somah ipune jumah,0,1,0,0,0,0,0,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,44, tegarang ja taplekang bungkunge di sendine,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,102, I Pagul dabdab nuunang tetegenanne tusing ngerti,0,0,0,0,0,0,0,0,0,0,0,0
Timun Mas,54, Pianakne tusing ada,0,0,0,0,0,0,0,0,0,0,0,0
I Baluan,18,Sajake cai salemah-lemah ngedig kulkul buina tuara ada apa-apa Yening saja keto wenang cai kadenda antuk nyaman-nyaman caine makejang sakadi punika kahanane.,0,0,1,0,0,0,0,1,0,0,0,0
Bhagawan Domia,45, Sawireh tan sida antuk Ida Sang Utamaniu naanang seduk metu kayunnyane ngajeng getah don madori,0,0,0,1,0,1,0,1,0,0,0,0
I Ubuh,25,"Ring wengi punika, Pekakne demen pesan wireh cucunne dueg tur seleg",0,0,0,0,0,0,0,0,0,0,1,0
I Belog Dadi Mantu,23,Nyelisib ia mulih lakar madaar be siap aturan Pan Sarine kanti macarikan sawireh kaliwat wareg sakadi punika kahanane.,0,0,0,1,0,0,0,0,0,0,0,0
Siap Selem,22, Petengne I Siap Selem tusing ngidayang pules,0,0,0,0,0,0,0,0,0,0,0,0
Pedanda Baka,32,I yuyu tusing ngicen ampun saha nagih mangda ipun kawaliang ring telaga kumudane sang cangak nagingin pengidih nyane i yuyu mewali kagenah jatu mula sasampun rauh ring genah telaga kumudane jengah manah sang yuyu kalintang raris kaakes baong sang cangak ngantos pegat mawinan ipun padem,0,0,1,0,0,0,1,0,0,1,0,0
I Lelasan tekén I Sampi,4, Ane paling simalu lakar madilan tuah I Tumisi kene petakone Wih Iba Tumisi ne makejang nyamane makaengan to ngudiang Iba ileh-ileh setata ngaba umah Ibi sing demen jenek dini,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,52, Lutung Lutung Nyai nepukin Raden Galuh,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,67,"Sasampune punika, Ada ane nyemak baas lantas nyakan ditu ada ane ngejuk siap lantas anggona be",0,0,0,1,0,0,0,1,0,0,0,0
I Ubuh,76, Macan aduanga nglawan jlema,0,0,0,0,0,0,0,1,0,0,0,1
I Kasiapa Kepuh,8,Nah keto semayan ipun mekekalih Gelisang satua I Goak lantas mejalan ngalih bangke ane suba berek luire tendas batis lima miwah basing ento mekejang keglantingang di carang punyan Kasiape Kepuh ring desa ento.,0,0,0,1,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,20, Masaut buin I Lelipi Nah yen I Goak ngelah taluhe mai abe lakar amah wake,0,0,0,0,0,0,0,1,0,0,0,0
Bé Bano,44, Ene awake malah ja maileh-ileh nyilih payuk lantang Nah jani suba tawang carane keto I Blenjo laut buin ia medem,0,0,0,0,0,0,0,0,0,0,0,0
I Langgana,15, Nahanang seduk basang makenta uli semengan ento makara bayunne enduk lesu,0,1,0,0,0,0,0,0,0,0,0,0
I Lelipi tekén Sang Garuda,23, Malih ngandika Ida Batara Wisnu Dewa Sang Garuda nah ne kalugra aba jani amertane kema sig para nagane nanging satondene para nagane nginem amertane tunden ia mandus malu apanga bersih,0,0,0,0,0,0,1,0,0,0,0,0
Sampi Wadak,262, Sedeng gatina I Lutung mamanting lantas trojoga teken cicinge tur kepet-kepetanga,0,1,0,0,0,0,0,0,0,0,0,1
Sang Aji Dharma,20, Kacerita di tengah wengi ada suaran cekcek luh ngomong teken muanine ngorahang tumben jani nepukin anak lanang makadi Sang Prabhu wikan pesan ngrumrum rabi turin i cekcek luh meled nulad buka keto,1,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,132, Ne dadi sai-sai ilang byune,0,0,0,0,0,0,0,0,0,0,0,0
I Kidang,10, Uli semengan kanti sanja tusing ada buron ane tepukina sawireh makejang pada malaib ngungsi alas ane lenan,0,1,0,0,0,0,0,0,0,0,0,0
I Bikul tekén I Semal,38,I Semal girang sajan nepukin susu a tiing buluhe liune tur ngenggalang malaib ngaba susu atiing buluh saking pidabdabane.,0,0,0,0,0,0,0,0,0,0,1,0
Nang Cubling,6, Liu bojoge teka matakon nanging pasaut Nang Cublinge patuh dogen,0,0,0,0,1,0,0,0,0,0,0,0
Pan Angklung Gadang,86, Kocapan I Wayan Sebetan ngencolang ia bangun tur mlaib ka tlabahe ukek-ukek delu-delu utah utah malebleban ia di tlabahe sambilanga ngumbah panganggonne,0,0,0,0,0,0,0,0,0,0,0,0
Siap Selem,69, Meng Kuuk nguber I Doglagan miwah tingalina ia ngenceg duur batune,0,0,0,0,0,0,0,0,0,0,0,0
I Bojog tekén I Kedis Sangsiah,2, Mula tuah sawatek kedise dueg ia ngae sebun ane malakar ban don-donan luire don ambengan padang ane dawa-dawa somi muah ane lenan,0,0,0,0,0,0,0,0,0,0,1,0
I Kékér Tekén I Lutung,10, Jeg kene sing ada apa-apa dini Keto I Lutung ngidih olas teken I Keker,1,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,74, kacerita suba kone ia neked di pabalih-balihan,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,6, Kacerita nglikid bebekne tur angonanga di tukade,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi tekén Sang Garuda,19, Gelisan satua matur Sang Garuda ring Batara Wisnu sada bangras Ih Batara Wisnu tiang mai ngalih Cupu amerta kenken kayun Batarane jani baang apa tusing amertane Yen kal baang mainang jani yen tusing jalan masiat malu,0,1,0,0,0,0,0,0,0,0,0,0
I Mencéng Ajak I Polos,3, I Polos ngoyong di tengah alase,0,0,0,0,0,0,0,0,0,0,0,0
Timun Mas,32,"Satondenne, Ngomong I Raksasa Ih jero pengangon bebek jalan kema kumahne I Ketimun Mas sakadi punika kahanane.",0,0,0,1,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,136, Ngae kamar mandi ane bersih,0,0,0,0,0,0,0,0,0,0,0,0
Pan Poleng,59, Sube mapitungan keto luas lantas iya ajake tetelu,0,0,0,0,0,0,0,0,0,0,0,0
Sang Bima Dadi Caru,24, Semaliha titiang kari tresna mapianak kalih makurenan,1,0,0,0,1,0,0,0,0,0,0,0
I Ubuh,48, Keto munyinne I Ubuh ngejer baan pedihne,0,1,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,62,"Sasampune punika, Wake lakar mulih padidi",0,0,0,0,0,1,0,0,0,0,0,0
I Ubuh,25,Pekakne demen pesan wireh cucunne dueg tur seleg saking pidabdabane.,0,0,0,0,0,0,0,0,0,0,1,0
I Cita Maprekara,54, Ia tuah buron ane tusing bisa ngwales kapiolasan,0,0,0,0,0,1,0,0,0,0,0,0
I Mencéng Ajak I Polos,9, Kacerita ane jani I Menceng ngoyong di umahne I Polos,0,0,0,0,0,0,0,0,0,0,0,0
Radén Jajarpikatan,14, Di sampune puput gegison Ida malih mawali ngungsi tlagane kapanggih Widiadari Nilotama kantun ngraga tan wenten uning makeber,0,1,0,0,0,0,0,0,0,0,0,0
I Lacur,29, Ento mawinan I Lacur enggal bisa ngubadin tur duweg masastra,1,0,0,0,0,0,1,0,0,0,0,0
I Lelasan tekén I Sampi,7, Buin pidan jai a suud ngaba tumbak poleng kala ento tiang lakar suud ngindang ngaba umah,0,0,0,0,0,0,0,0,0,0,0,0
Jero Dalang,19,"Ring wengi punika, Raris ipun nengokin ayunane trang antuk ipun yen rare punika waluya kadi pianak ipun sane sampun padem nanging ipun tan wenten purun nakonin manah ipun wireh rare sampun padem nika pan uning maurip malih",0,0,0,0,0,0,0,0,0,1,0,0
Semut perang tanding,53, I Semut Api nyambatang unduke uling sijumu ngawit uling saling cadeng di jalan kanti masiat,0,0,0,0,0,0,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,11, Nenten je naen pacang ngemangguhin pakewuh,0,0,0,0,0,0,0,0,0,0,0,0
I Ubuh,30, Minab wenten anak mamaling,0,1,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,87,"Sasampune punika, Raden Galuh dadi sugih prajani ngwarisin sakayane I Raksasa",0,0,0,1,0,1,0,0,0,0,0,0
Beras Kuning,84,Titiang nenten ngaturang pre ring desa ento.,0,0,0,0,0,0,0,1,0,0,0,0
Arjuna Nangun Tapa,14, Sujatine i dewa suba jegeg-jegeg jani buin icen panugrahan apanga kajegegan i dewane nikel ping dasa luihne teken kajegegan kurenan I Arjuna,0,0,0,0,0,0,0,0,1,0,0,0
Pedanda Baka,30,"Satondenne, Riantuk gedeg basang ipune kasangetang nyepit baong sang cangake kantos aduh-aduh kasakitan ring genah punika.",0,1,1,0,0,0,1,0,0,0,0,0
I Basang Siap,20, Saking pituduhing Widi dadi ia nglengsot macebug ulung dadi mnusa,0,0,0,0,0,0,0,0,0,0,1,0
I Lelipi Gadang tekén I Katak,4, I Karitaka katak ane setata nyalanang demen pedidi,0,0,0,1,0,0,0,0,0,0,0,0
I Baluan,10, Sasubanne I Blatuk teked di jumahne engsek pesan kenehne kanti tuara nyidaang pules,0,1,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,17, Di jalan nepukin ia bangkung buang ane telinne sedeng barak,0,0,0,0,0,0,0,0,0,1,0,0
Bintang Lara,58,"Sasampune punika, Disubane bakatanga bajune lantas melahanga pesan ngengkebang ring waktu punika.",0,0,0,1,0,0,0,0,0,1,0,0
Yuyu Misi Enjekan Kebo Ditunduné,73,"Satondenne, Mara keto munyine I Pekak Dukuh kapineh bane I Lutung ban ia suba kena kauluk - uluk baan I Kekua sing buungan jani deweke bakal mati tampaha teken I Pekak Dukuh ring waktu punika.",0,1,1,1,0,1,0,1,0,1,0,1
Kidang tekén Cekcek,33, Ngulahang pesan I Kidang mlaib kanti bungkut-bungkut dewekne,0,1,0,0,0,0,0,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,2, Sedek dina anu luas Pan Jempenit ka pasisi sasubane neked di pasisi nepukin lantas anak ngaba lelipi matali lakar kutanga di pasihe,0,0,0,0,0,0,0,0,0,1,0,0
I Buta tekén I Rumpuh,14, Sedek dina anu I Buta ajaka I Rumpuh buin luas ngidih-idih,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,124, lantas bintit kurenanne nyemak jan lantas menekin glebeg tur nuunang jukut jejeruk muah gegecok,0,0,0,0,0,0,0,0,0,0,0,0
Ni Diah Tantri,4, Akeh yen ceritayang antuk kasubagan ida sang prabu,1,0,0,0,0,0,0,0,0,0,0,0
I Belog Magandong,33, Disubane beten duduka ban I Belog tur punduhanga,0,0,0,0,1,0,0,0,0,0,0,0
I Kepuh Mati Baan Drowaka,53,I Lelipi Raja tan mari ka desa-desa ngalih tetedan sakadi punika kahanane.,0,0,0,0,0,0,0,0,0,0,0,1
Bintang Lara,81, Suba keto bangun lantas I Raksasa,0,0,0,0,0,0,0,0,0,0,0,0
I Balu Kawanan tekén I Balu Kanginan,39, Capatina ia Beli Wayan mara teka,0,0,0,0,0,0,1,0,0,0,0,0
I Lelipi Gadang tekén I Katak,43, Konyang jani ataga soroh katake ban ratunne apanga menek di tundun I Lelipi Gadang,0,0,0,0,0,0,1,0,0,0,0,0
Sampi Wadak,96, Suba dadi awu lantas anjuta kone teken raden galuh,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,65, I Nyoman Jater matakon teken kurenane Njo dadi belah payuke,0,0,0,0,0,0,0,0,0,0,0,0
I Botol tekén Sang Samong,32, Munyin I Kedise Anak mula manusane corah pesan dayane,0,0,0,1,0,1,0,0,0,0,0,0
Sang Nandaka muah Prabu Singa Kapisuna,22, Keto aturne I Sambada ngadu ada lantas ia mapamit,0,0,0,0,0,0,0,0,0,0,0,0
Sang Rama Ngemit Tapasui,9, Pajalannyane sakadi buta sungsang batisnyane beduur limannyane beten kaanggen majalan,0,0,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,6, I Sampi baburon ane demen manyama braya maimbuh tuturne alus,1,0,0,0,0,0,0,0,0,0,0,0
Macan tekén méng,17, I Meng lantas ngomong Bah cai Macan kene pamales cai ne teken Icang,0,0,0,0,0,1,0,0,0,0,0,0
Sampi Wadak,223, Sing kaki,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,40, Sawireh I Nyoman Jater anak mula sadudarma mendep kona ia naanang basang seduk tur gedeg,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,26, Ene dini ada ane barak suba uli tuni kal upin sing ja nyak ngendih,0,0,0,0,0,0,0,0,0,0,0,0
I Balu Kawanan tekén I Balu Kanginan,28,Beli Wayan tetanin Beline sampun telah amaha teken siape keto I Balu Kanginan Nah amaha ya teken siape jani siap ya gelahang beli keto I Balu Kawanan ring desa ento.,0,0,1,0,0,0,0,0,0,0,0,0
Bintang Lara,131, Sasubane keto mulih lantas I Bintang Lara,0,0,0,0,0,0,0,0,0,0,0,0
I Celempung,2, Ia ngelah kurenan maadan Ni Gadung,0,0,0,0,0,0,0,0,0,0,0,0
I Bikul tekén I Semal,9, Kanti ngetel kone paesne nepukin susu liu mabudi lakar nyicipin sakewala keweh baana sawireh susune ento mawadah jeding,0,1,0,0,0,0,0,0,0,0,0,0
I Ubuh,24, Sayan jemet ia magae anteng melajah muah sesai makena bubu,0,0,0,0,1,0,1,0,0,0,0,0
Semut perang tanding,16, Ne tolih warna kulit wakene ane selem,0,0,0,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,5, Bih demene Ni Mesaba ajak Ni Wingsali nepukin amah-amahan ane nguda-nguda,0,0,0,0,0,0,0,0,0,0,1,0
Ni Daha Tua,34, Tumbuh kocap manahnyane iri nglaut ipun ngencolang mulih ka pakubonan,0,1,0,0,0,0,0,1,0,0,0,0
Pan Poleng,46, Mara iya majemakan nggando nak dadi mas,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,95, Suba mati sampi wadak tuun kone raden galuh lantas tunjele Bangken I Sampi Wadake,0,0,1,0,0,0,0,0,0,0,0,0
Jero Dalang,25, Sampun puput yan asasih pitung rahina raris tunas ipun ajak ipun budal,0,0,0,0,0,0,0,0,0,0,0,0
I Balu Kawanan tekén I Balu Kanginan,2, Ento makrana ia madan I Balu Kawanan,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi Gadang tekén I Katak,37, Dadi lagas jani bayun Ratun Katake masawitra ngajak I Lelipi Gadang,1,0,0,0,0,0,0,0,0,0,0,0
I Cicing Gudig,22, Keto kenehne I Cicing Gudig,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,35, I Lutung ngrenggeng ia makeneh sedeng demena idewek nongos dini liu gati maan dedemekan suba lakar ajaka mulih ban I Keker,0,0,0,0,0,0,0,0,0,0,0,0
I Cita Maprekara,12,"Ring wengi punika, Iba ngidih olas teken wake jani disubane Cai katulungin prajani Iba nagih ngamah wake",0,0,0,0,0,1,0,0,0,0,0,0
I Ubuh,90, Anake agung ica wireh I Ubuh ngetor baan takutne,0,1,0,0,0,0,0,0,0,0,0,0
Pan Balang Tamak,58, Dening keto mawuwuh-wuwuh brangtin desane muah tan sah bakal ngaenang daya upaya manang dane Pan Balang Tamak mati wiadin kena danda,0,0,0,1,0,0,0,0,0,1,0,0
Rsi Srengga,16,"Ring wengi punika, Isinne lakar ngawentenang yadnya ane pacang andel mituasin bobot pikayunan Idane apang prasida ngamijilang putra mautama",0,0,0,0,0,0,0,0,1,0,0,0
Sang Rama Ngemit Tapasui,19,Sampun saking sue titiang nyantos pangrauh I dewane maka larapan titiange sida budal ka kamoksan saking pidabdabane.,0,0,0,0,1,0,0,0,0,0,0,0
Sampi Wadak,148, Sangkal tyang sasai ngalih byu mai anak tyang ngaliang Raden Galuh,0,0,1,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,123, Jemaka tur gemela,0,0,0,0,0,0,0,0,0,0,0,0
I Belog pengangon Bébék,29, Pan Meri kesiab takut nagih malaib sakewala batisne lemet awakne ngetor,0,1,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,84, Disubanne biin mani semenganne Luh Arum maluan bangun pradang nyampat nyuang yeh lantas kayeh,0,0,0,0,0,0,1,0,0,0,0,0
I Donglen teken Luh Arum,22, Kaukine pianakne Luh Luh Arum nto suba Ia beline I Gede nyakin nyen biin Ia gen demen atin bapane,1,0,0,0,0,0,0,0,0,0,0,0
Pan Balang Tamak,35, Kocap buin maninne las desane maboros tur pada ngaba cicing galak-galak ngliwat pangkung ngrembengan dalem-dalem,0,0,0,0,0,0,0,0,0,0,0,0
I Bikul tekén I Semal,29, Disubane beten mara susune dum ajak dadua,1,0,0,0,0,0,0,0,0,0,0,0
Angsa tekén Kerkuak,17, Majalan lantas I Angsa ngajak I Kerkuak mulih nanging disubane I Angsa neked jumah I Kerkuak malipetan kema ka Tukad Dangin Desa,0,0,0,1,0,1,0,1,0,1,0,0
Bintang Lara,87, kacerita dening suba makelo di umah I Raksasane suba kone gagak petake anatas makeber,0,0,0,0,0,0,0,0,0,0,0,0
I Kidang,38, Keto munyin I Bojog ireng nigtig tangkah merasa teken awakne ririh tur sakti,0,0,0,0,0,0,0,1,0,0,0,0
Ni Bawang lan Ni Kesuna,27, kacerita jani I Crukcuk Kuning ngotol ukudan Ni Kesunane isinina gumatat-gumitit,0,0,1,0,0,0,0,0,0,0,0,0
Jayaprana lan Layonsari,22, Raris digelis I jayaprana matur tur ngandika ring anake agung santukan sadu ajeng punika katerima olih Jero Bendesa miwah Ni Layonsari,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,73, Kacerita ngraos kurenane Wih Bli enggalang anake menek Beli enggalang menek apang enggalan ngelah pianak Mara keto munyinne ane luh jeg ngenggalang I Belog menek ka lenggatane saksak-siksik patigradab tusing ada ane seken aliha,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,36, I Sambada tan purun tulak ring titah Sang Aji Saka digelis ipun lunga ka Majati,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kakua,11, Demen kenehne lakar ngamah biu nasak laut ia masaut enggal Aduh Sang Lutung yen keto apa kaden melahne nanging kenken kema sawireh pondoke ento joh tukad cengcenge linggah buina keweh pesan ngliwat,0,0,0,0,0,0,0,0,0,0,1,0
I Kecut,16, sajaan idup lantas buin jani,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi Gadang tekén I Katak,42, Masaut Ratun Katake Nah yan saja keto titahe lautang suba jalanang,0,0,0,0,0,0,1,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,12, Nepukin lantas ya naga ngredep janggarne ngomong lantas nagane,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,19,Sawireh anak mula tuara ya api kanti kenyel I Belog ngupin-ngupinin nenten masi nyak endih,0,0,0,0,0,0,0,1,0,0,0,0
I Cicing Gudig,49, kacerita nyanan petengne kone ka Pura Dalem lantas I Cicing Gudig mabakti mapinunas apang buin dadi Cicing Gudig buka jati mula,0,0,0,0,0,0,0,0,1,0,0,0
Sampi Wadak,288, Prajani lantas Ida maputusan ka Daha nguningang okan Idane Raden Galuh suba di Koripan kakeniang di alase antuk I Raden Mantri,0,0,0,0,0,0,0,0,0,0,0,0
I Cicing Tan Patanduk,12, Baan sakitne I Kambing ngincegang malaib ngejohang awakne sambilanga mabekel tandukne I Cicing,0,1,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,10, Mawetu raris degdeg jagate mupu sarwi tinadur murah sarwi timuku,0,0,0,0,0,0,0,0,0,0,0,0
Siap Selem,15, Ngeong ngeong,0,0,0,0,0,0,0,0,0,0,0,0
Ni Bawang lan Ni Kesuna,4, Sewai-wai geginane tuah maburuh kauma,0,0,0,0,0,0,1,0,0,0,0,0
Bhagawan Domia,56, Ida kapaica panugrahan tur kapastu mangda Sang Utamaniu satata anom,0,0,1,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,12,"Satondenne, Rauh ring alase wenten bukit alit i rika ida nangun kerti mangastawa ring Ida Betara",0,0,0,0,0,0,0,0,1,0,0,0
Belibis Putih,12, Peluhne nyrekcek sawireh panese ngentak,0,1,0,0,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,10,"Ring semeng punika, Nah cerita mangkin I Rare angon ngungsi bongkol Kasiape Kepuh punika tetujon ipun pacing mesayuban kalapunika dadi tengkejut I Rare angon tur sami ngadek bo bengu sambilange nekep cunguh pelaibnyane bah bangun sambilange ngorahang ne mule tongos ane bengu-bengu mawinan sesukat ento I Rare angon tusing bani buin kema sakadi punika kahanane.",0,1,1,0,0,0,0,0,0,0,0,0
Yuyu Malaksana Melah,10, Kapit I Yuyune ngapit baong I Lelipi muah I Guake ngantos pegat,0,0,0,0,0,0,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,21, Gelising carita irika raris I Gancang maangen-angen tur mapaiguman sareng adin-adinne maka dadua,0,0,0,0,0,0,0,0,0,0,0,0
Jayaprana lan Layonsari,31, Rabin Jayaprana Ni Layonsari mangda dados rabin Ida Anake Agung,0,0,0,0,0,1,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,44,Jalan jani pagehang mayasa nunas ica ring Ida Sang Hyang Widhi mangda Ida sueca nedunang ujan apang ajak makejang ditelagane dini nepukin rahayu ring desa ento.,0,0,0,0,0,0,0,0,1,0,0,0
Sampi Wadak,61, Dening tusing ada kroboka lantas pasihe,0,0,0,0,0,0,0,0,0,0,0,0
Bintang Lara,38, Dening keto lantas ajaka teken Ni Cili I Bintang Lara di batune masepak,0,0,0,0,0,0,0,0,0,0,0,0
Anak Ririh,27, Tanahne kagediang,0,0,0,0,0,0,0,0,0,0,0,0
Getap (satua),23, Liu anake demen ningalin lalakut bapane I Getap,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,21, Saja jeg motah ia ngamah buah tusing cara diugas di tongosne I mnaluan,0,0,0,0,0,0,0,0,0,0,1,0
I Lasan,12, Saih I Lelipi lipan celedu tur ane lenan mekejanng ngelah upas,0,0,0,0,0,0,0,0,0,0,1,0
I Kidang,77, Jeg sahasa makecos I Macan nyagrep lawatne padidi,0,1,0,0,0,0,0,1,0,0,0,0
Timun Mas,2, Anak luh balu ngelah pianak luh adiri,0,0,0,0,0,0,0,0,0,0,0,0
Angsa tekén Kerkuak,27, Jele parilaksanane jele masi kapanggih keto masi yen melah parilaksanane melah masi kapanggih,0,0,1,0,0,0,0,0,0,0,0,0
I Mencéng Ajak I Polos,18, Rikala ento I Menceng ngorahin I Polos ka umahne lakar orahina metek saang,0,0,0,0,0,0,0,1,0,0,0,0
Lutung dadi Pecalang,22, I Beduda mesaut dabdab mankin dumun jero pecalang,0,0,0,0,0,0,0,0,0,0,0,0
I Ubuh,4, I Ubuh ajaka teken pekakne,1,0,0,0,0,0,0,0,0,0,0,0
Lutung dadi Pecalang,11, Mara keto raos I tumisine I lutung brangkit pesan matane barak tumuli genjanga mejalan ngalih I kunang-kunang,0,1,0,0,0,0,0,0,0,0,0,0
Anak Ririh,15, Makelo ia bengong mangenang kalacuran dewekne,0,1,0,0,0,0,0,0,0,0,0,0
I Baluan,67, Keto katuturan I Sampine awanan tusing magigi sane baduuran,0,1,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Angsa,16, Beli Empas Jalan uber i angsa nyak Lan Masak empas kalahanga angsa mangalangi keto pasautne I Empas muani,0,1,0,0,0,0,0,0,0,0,0,0
I Langgana,25, Makelo suba ia numbeg tusing masi ada bakatanga tetamian ane satuanga teken I Kaki Dukuh di pangipian,0,1,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,19, He sampi dadi icang masuwitra ngajak cai Gak gak gak saut I Goak,1,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,62, Paundukan Pan Angklung Gadange aketo kapedasin pesan teken I Wayan Sebetan anake kasub sugih di banjare ento,0,0,0,0,0,0,0,0,0,0,0,0
I Alu tekén I Kedis Puuh,2, Di panegalan ento ada masi buron ane madan I Kedis Puuh ngelah ia sebun di beten kayu bengkele ane bet ngriung,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,36, Suba keto laut ia nyemak saput tur majalan sambilanga ngaukin kulukne,0,0,0,0,0,0,0,0,0,0,0,0
I Tuung Kuning,17, Yan tuutang keneh bapane pianak matiang jabin jeleme buduh,0,0,0,0,0,0,0,1,0,1,0,0
Galuh Pitu,60, Buin manine Raden Galuh Pitu makasami nenun di duur punyan bingine sesubane kedise manguci saling pasaurin Raden Galuh Pitu magending Raksasa raksasi dong pules ja iba abulan pitung dina,0,0,0,1,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,54, I Goak nyidang masuang somi ane neket di matane I Sampi,0,0,0,0,0,0,0,0,0,0,1,0
